name,type,address,phone,agencyPhone,big,normal,small,disabilityFriendly
(공원-14) 석산근린공원 야외운동시설,간이운동장,경상남도 양산시 동면 금오13길 46-26 ,055-392-3183,055-392-3183,경상남도,양산시,석산리,FALSE
(공원-15) 삽량근린공원 야외운동시설,간이운동장,경상남도 양산시 양주로 77(남부동) ,055-392-3183,055-392-3183,경상남도,양산시,남부동,FALSE
(공원-16) 양주근린공원 야외운동시설,간이운동장,경상남도 양산시 양주3길 36(중부동) ,055-392-3183,055-392-3183,경상남도,양산시,중부동,FALSE
(공원-17) 북정근린공원 야외운동시설,간이운동장,경상남도 양산시 북정로 129(북정동) ,055-392-3183,055-392-3183,경상남도,양산시,북정동,FALSE
(공원-18) 부부총공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,북정동,FALSE
(공원-19) 산막근린공원 야외운동시설,간이운동장,경상남도 양산시 산막공단북9길 60-42(산막동) ,055-392-3183,055-392-3183,경상남도,양산시,산막동,FALSE
(공원-20) 범실근린공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,호계동,FALSE
(공원-21) 어곡근로자근린공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,어곡동,FALSE
(공원-22) 어곡산업단지근린공원 야외운동시설,간이운동장,경상남도 양산시 어곡공단3길 50(어곡동) ,055-392-3183,055-392-3183,경상남도,양산시,어곡동,FALSE
(공원-23) 춘추공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,교동,FALSE
(공원-24) 오봉산어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,범어리,FALSE
(공원-25) 주산지어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,범어리,FALSE
(공원-26) 범어어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,범어리,FALSE
(공원-27) 신동중어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,범어리,FALSE
(공원-28) 서남어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,범어리,FALSE
(공원-29) 가촌신기어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,가촌리,FALSE
(공원-30) 새터어린이공원 야외운동시설,간이운동장,경상남도 양산시 물금읍 가촌서7길 19 ,055-392-3183,055-392-3183,경상남도,양산시,가촌리,FALSE
(공원-31) 가촌어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,가촌리,FALSE
(공원-32) 새싹어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,범어리,FALSE
(공원-33) 범어황산어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,범어리,FALSE
(공원-34) 남양산어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,범어리,FALSE
(공원-35) 야리공원 야외운동시설,간이운동장, ,054-392-3183,055-392-3183,경상남도,양산시,범어리,FALSE
(공원-36) 오래뜰어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,증산리,FALSE
(공원-37) 통새미공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,가촌리,FALSE
(공원-38) 새솔어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,증산리,FALSE
(공원-39) 새실공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,가촌리,FALSE
(공원-40) 물금동부공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,물금리,FALSE
(공원-41) 물금중부공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,물금리,FALSE
(공원-42) 잎새어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,범어리,FALSE
(공원-43) 다솜어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,증산리,FALSE
(공원-44) 가람뜰어린이공원 야외운동시설,간이운동장, ,054-392-3183,055-392-3183,경상남도,양산시,증산리,FALSE
(공원-46) 해강어린이공원 야외운동시설,간이운동장,경상남도 양산시 동면 석산6길 13 ,053-392-3183,055-392-3183,경상남도,양산시,석산리,FALSE
(공원-47) 한신어린이공원 야외운동시설,간이운동장,경남 양산시 동면 석산리 517 ,055-392-3183,055-392-3183,경상남도,양산시,석산리,FALSE
(공원-48) 은행나무어린이공원 야외운동시설,간이운동장,경상남도 양산시 동면 금산5길 48-8 ,055-392-3183,055-392-3183,경상남도,양산시,금산리,FALSE
(공원-49) 금산날뜰어린이공원 야외운동시설,간이운동장,경남 양산시 동면 금산리 585-1 ,055-392-3183,055-392-3183,경상남도,양산시,금산리,FALSE
(공원-50) 목련어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,금산리,FALSE
(공원-51) 금산어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,금산리,FALSE
(공원-52) 금산들어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,금산리,FALSE
(공원-53) 석금산어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,석산리,FALSE
(공원-54) 석산경변어린이공원 야외운동시설,간이운동장,경남 양산시 동면 석산리 1447-2 ,055-392-3183,055-392-3183,경상남도,양산시,석산리,FALSE
(공원-55) 꿈샘어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,석계리,FALSE
(공원-56) 여울어린이공원 야외운동시설,간이운동장,경남 양산시 상북면 석계리 245-4 ,055-392-3183,055-392-3183,경상남도,양산시,석계리,FALSE
(공원-57) 대석어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,대석리,FALSE
(공원-58) 북부마을공원 야외운동시설,간이운동장,경상남도 양산시 하북면 신평7길 17 ,055-392-3183,055-392-3183,경상남도,양산시,순지리,FALSE
(공원-59) 초산어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,초산리,FALSE
(공원-60) 남부어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,남부동,FALSE
(공원-61) 황산어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,중부동,FALSE
(공원-62) 중앙어린이공원 야외운동시설,간이운동장,경상남도 양산시 양주3길 1(중부동) ,055-392-3183,055-392-3183,경상남도,양산시,중부동,FALSE
(공원-63) 옹기골공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,남부동,FALSE
(공원-64) 옥곡어린이공원 야외운동시설,간이운동장,경상남도 양산시 옥곡2길 8(남부동) ,055-392-3183,055-392-3183,경상남도,양산시,남부동,FALSE
(공원-65) 신북안어린이공원 야외운동시설,간이운동장,경남 양산시 북부동 486-2 ,055-392-3183,055-392-3183,경상남도,양산시,북부동,FALSE
(공원-67) 희망어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,북부동,FALSE
(공원-68) 산막어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,산막동,FALSE
(공원-69) 빛길어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,신기동,FALSE
(공원-70) 빛솔어린이공원 야외운동시설,간이운동장, ,054-392-3183,055-392-3183,경상남도,양산시,신기동,FALSE
(공원-71) 서중동어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,신기동,FALSE
(공원-72) 중동어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,신기동,FALSE
(공원-73) 한마음어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,신기동,FALSE
(공원-74) 못안어린이공원 야외운동시설,간이운동장,경상남도 양산시 북정16길 9(북정동) ,055-392-3183,055-392-3183,경상남도,양산시,북정동,FALSE
(공원-75) 삼성어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,북정동,FALSE
(공원-76) 중각단어린이공원 야외운동시설,간이운동장,경상남도 양산시 북정3길 9(북정동) ,055-392-3183,055-392-3183,경상남도,양산시,북정동,FALSE
(공원-77) 신기당산공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,북정동,FALSE
(공원-78) 느티나무어린이공원 야외운동시설,간이운동장,경남 양산시 북정동 895-3 ,055-392-3183,055-392-3183,경상남도,양산시,북정동,FALSE
(공원-79) 느티나무어린이공원 야외운동시설,간이운동장, ,054-392-3183,055-392-3183,경상남도,양산시,북정동,FALSE
(공원-80) 어울린공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,신기동,FALSE
(공원-81) 새로미공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,신기동,FALSE
(공원-82) 교동어린이공원 야외운동기구,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,교동,FALSE
(공원-83) 교동어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,교동,FALSE
(공원-84) 물금서부마을소공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,물금리,FALSE
(공원-85) 시설명 미상,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,어곡동,FALSE
(공원-87) 완충녹지 13호 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,북정동,FALSE
(공원-88) 완충녹지 29호 야외운동시설,간이운동장,경남 양산시 남부동 904 ,055-392-3183,055-392-3183,경상남도,양산시,남부동,FALSE
(공원-89) 금산리 완충녹지 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,금산리,FALSE
(공원-90) 완충녹지 49호 야외운동시설,간이운동장,경남 양산시 동면 석산리 1528 ,055-392-3183,055-392-3183,경상남도,양산시,석산리,FALSE
(공원-91) 금오누리길 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,석산리,FALSE
(공원-92) 완충녹지 31호 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,남부동,FALSE
(공원-93) 완충녹지 971호 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,중부동,FALSE
(공원-94) 완충녹지 426호 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,범어리,FALSE
(공원-95) 완충녹지 55호 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,석산리,FALSE
(공원-96) 시청사공원 야외운동시설,간이운동장,경상남도 양산시 중앙로 39(남부동) ,055-392-3183,055-392-3183,경상남도,양산시,남부동,FALSE
(공원-97) 두전마을소공원 야외운동시설,간이운동장,경상남도 양산시 두전길 40(어곡동) ,055-392-3183,055-392-3183,경상남도,양산시,어곡동,FALSE
(공원-98) 양주폐소류지주민쉼터 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,석계리,FALSE
(공원-99) 양주마을공원 야외운동시설,간이운동장,경상남도 양산시 상북면 양주마을1길 52 ,055-392-3183,055-392-3183,경상남도,양산시,석계리,FALSE
(광천2리 광동마을),간이운동장, ,,054-420-8038,경상북도,김천시,,FALSE
(교동-82) 교동어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,교동,FALSE
(교육체육과-01) 명곡마을 야외운동시설,간이운동장,경남 양산시 명곡동 568 ,055-392-3403,055-392-3404,경상남도,양산시,명곡동,FALSE
(교육체육과-02) 서북안마을 야외운동시설,간이운동장,경남 양산시 북부동 500-4 ,055-393-3403,055-392-3404,경상남도,양산시,북부동,FALSE
(교육체육과-03) 다방마을 야외운동시설,간이운동장,경상남도 양산시 안다방길 34-1(다방동) ,055-392-3403,055-392-3404,경상남도,양산시,다방동,FALSE
(교육체육과-04) 금촌마을 야외운동시설,간이운동장,경남 양산시 다방동 580-10 ,055-392-3403,055-392-3404,경상남도,양산시,다방동,FALSE
(교육체육과-05) 성북안마을 야외운동시설,간이운동장,"경상남도 양산시 북안북7길 36(북부동, 양산북부주공아파트) ",055-392-3403,055-392-3404,경상남도,양산시,북부동,FALSE
(교육체육과-06) 상신기마을 야외운동시설,간이운동장,경남 양산시 신기동 151 ,055-392-3403,055-392-3404,경상남도,양산시,신기동,FALSE
(교육체육과-07) 유산마을 야외운동시설,간이운동장,경남 양산시 어곡동 134-6 ,055-392-3403,055-392-3404,경상남도,양산시,어곡동,FALSE
(구)군수관사 옆 옥천여중 후문 맞은편,간이운동장,충청북도 옥천군 옥천읍 문정1길 13 ,,043-730-4884,충청북도,옥천군,문정리,FALSE
(구)대곡분교장 운동장,간이운동장, ,,054-840-5506,경상북도,안동시,,FALSE
(구)무안고 체육관,체육관,전라남도 무안군 무안읍 교촌길 50 ,061-450-4093,061-450-4093,전라남도,무안군,교촌리,FALSE
(구)상공회의소 주차장,간이운동장, ,033-660-3833,033-660-3833,,,,FALSE
(구)생연배수지 동네체육시설,간이운동장,경기도 동두천시 정장로 135-32 (생연동) (구)생연배수지 (생연동 산 44-6),031-860-2144,031-8602-144,경기도,동두천시,생연동,FALSE
(구)성화대 골프연습장,골프연습장,전라남도 강진군 성전면 송계로 897-10 ,061-430-3823,061-430-3823,전라남도,강진군,월평리,FALSE
(구)영호초등학교,간이운동장, ,,054-840-5506,경상북도,안동시,,FALSE
(구)캠프페이지간이눈썰매장,썰매장업,춘천시 근화동 206-2번지 ,033-252-4200,252-4200,,,,FALSE
(국국장-01) 춘추정,국궁장,경상남도 양산시 유산공단1길 51(교동) ,055-392-3404,055-392-3404,경상남도,양산시,교동,FALSE
(국궁장-02) 회야정,국궁장,경상남도 양산시 배움터길 60-19(평산동) ,055-392-6182,055-392-6183,경상남도,양산시,평산동,FALSE
(금포마을),간이운동장, ,054-421-2302,054-420-8110,경상북도,김천시,동안리,FALSE
(김전1리)영골숲,간이운동장,경상북도 청도군 금천면 김전1길 31 ,054-370-2591,054-370-2374,경상북도,청도군,김전리,FALSE
(김전2리)공원,간이운동장,경북 청도군 금천면 김전리 495-2 ,054-370-2591,054-370-2374,경상북도,청도군,김전리,FALSE
(김전2리)정자옆 김전리 580,간이운동장,경북 청도군 금천면 김전리 580 ,054-370-6739,054-370-2374,경상북도,청도군,김전리,FALSE
(덕계동-01)동일2차 주민쉼터,간이운동장,경상남도 양산시 덕계5길 11 (덕계동) ,055-392-6861,055-392-6861,경상남도,양산시,덕계동,FALSE
(덕계동-02)외산마을회관앞,간이운동장,경상남도 양산시 매곡외산로 100 (덕계동) ,055-392-6861,055-392-6861,경상남도,양산시,덕계동,FALSE
(도곡2리),간이운동장, ,,054-420-8101,경상북도,김천시,,FALSE
(도곡3리 마을회),간이운동장, ,,054-420-8099,경상북도,김천시,,FALSE
(동곡1리)금빛센터,간이운동장,경상북도 청도군 금천면 청려로 4221-9 ,054-370-2591,054-370-2374,경상북도,청도군,동곡리,FALSE
(동곡1리)동곡리 1119-20,간이운동장,경상북도 청도군 금천면 동곡1길 125 ,054-370-2590,054-370-2374,경상북도,청도군,동곡리,FALSE
(동곡1리)새들보체육공원,간이운동장,경상북도 청도군 금천면 동곡1길 81 ,054-370-2590,054-370-6739,경상북도,청도군,동곡리,FALSE
(동곡1리)아랫곡,간이운동장,경북 청도군 금천면 동곡리 1119-40 ,054-370-2591,054-370-2374,경상북도,청도군,동곡리,FALSE
(동곡1리)한마음공원,간이운동장,경북 청도군 금천면 동곡리 644-1 ,054-370-2591,054-370-2374,경상북도,청도군,동곡리,FALSE
(동곡2리)경로회관 동곡리 242,간이운동장,경상북도 청도군 금천면 윗동실길 19-2 ,054-370-6739,054-370-2374,경상북도,청도군,동곡리,FALSE
(동면-002)(시설중복-공원) 호포역 당산나무 야외운동시설,간이운동장,경상남도 양산시 동면 호포새동네길 5 ,055-392-7103,055-392-7104,경상남도,양산시,가산리,FALSE
(동면-003)(시설중복-공원) 석산어린이공원 야외운동시설,간이운동장,경상남도 양산시 동면 석산6길 13 ,055-392-7104,055-392-7104,경상남도,양산시,석산리,FALSE
(동면-005) 개곡법기마을 생활공원 야외운동시설,간이운동장,경남 양산시 동면 법기리 산 59 ,055-392-7104,055-392-7104,경상남도,양산시,법기리,FALSE
(동면-007) 영천쉼터 야외운동시설,간이운동장,경남 양산시 동면 여락리 40-23 ,055-392-7104,055-392-7104,경상남도,양산시,여락리,FALSE
(동면-009) 내송마을회관 야외운동시설,간이운동장,경상남도 양산시 동면 내송2길 9 ,055-392-7104,055-392-7104,경상남도,양산시,내송리,FALSE
(동면-01) 호포희망공원 야외운동시설,간이운동장,경남 양산시 동면 가산리 산 64-3 ,055-392-7104,055-392-3404,경상남도,양산시,가산리,FALSE
(동면-011) 다방교 야외운동시설,간이운동장,경남 양산시 동면 석산리 132-7 ,055-392-7104,055-392-7104,경상남도,양산시,석산리,FALSE
(동면-013) 석산마을 야외운동시설,간이운동장,경남 양산시 동면 석산리 886 ,054-392-7104,055-392-7104,경상남도,양산시,석산리,FALSE
(동면-014) 고려강선사원 아파트 뒤 야외운동시설,간이운동장,경남 양산시 동면 석산리 961-9 ,055-392-7104,055-392-7104,경상남도,양산시,석산리,FALSE
(동면-015) 법천사 진입도로 야외운동시설,간이운동장,경남 양산시 동면 금산리 169 ,055-392-7104,055-392-7104,경상남도,양산시,금산리,FALSE
(동면-016) 법천사 야외운동시설,간이운동장,경남 양산시 동면 금산리 61 ,055-392-7104,055-392-7104,경상남도,양산시,금산리,FALSE
(동면-017) 생필체인본부 앞 둑길 야외운동시설,간이운동장,경남 양산시 동면 금산리 1485 ,054-392-7104,055-392-7104,경상남도,양산시,금산리,FALSE
(동면-018) 상동체육공원 야외운동시설,간이운동장,경상남도 양산시 동면 여락송정로 100 ,055-392-7104,055-392-7104,경상남도,양산시,여락리,FALSE
(동면-019) 복천암 뒤 야외운동시설,간이운동장,경남 양산시 동면 여락리 741-3 ,055-392-7104,055-392-7104,경상남도,양산시,여락리,FALSE
(동면-020) 가산수변공원 야외운동시설,간이운동장,경남 양산시 동면 가산리 847-8 ,055-392-7104,055-392-7104,경상남도,양산시,가산리,FALSE
(동면-021) 성황당 쉼터 야외운동시설,간이운동장,경남 양산시 동면 내송리 803-44 ,055-392-7104,055-392-7104,경상남도,양산시,내송리,FALSE
(동면-04) 개곡마을 야외운동시설,간이운동장,경남 양산시 동면 개곡리 351-4 ,055-392-7104,055-392-7104,경상남도,양산시,개곡리,FALSE
(동면-06) 본법마을 야외운동시설,간이운동장,경남 양산시 동면 법기리 523-3 ,054-392-7104,055-392-7104,경상남도,양산시,법기리,FALSE
(동면-08) 남락 구판장 야외운동시설,간이운동장,경남 양산시 동면 여락리 352-1 ,055-7312-3683,055-392-7104,경상남도,양산시,여락리,FALSE
(동면-10) 내송공원 야외운동시설,간이운동장,경남 양산시 동면 내송리 349-1 ,055-392-7104,055-392-3404,경상남도,양산시,내송리,FALSE
(동면-12) 석산마을회관 야외운동시설,간이운동장,경상남도 양산시 동면 곡리2길 1 ,055-392-7104,055-392-7104,경상남도,양산시,석산리,FALSE
(동면-53) 석산들어린이공원 야외운동시설,간이운동장, ,055-392-3183,055-392-3183,경상남도,양산시,석산리,FALSE
(물금-01) 증산마을 야외운동시설,간이운동장,경상남도 양산시 물금읍 증산1길 31 ,055-392-7015,055-392-3404,경상남도,양산시,증산리,FALSE
(물금-02) 남부마을 야외운동시설,간이운동장,경상남도 양산시 물금읍 남부마을길 8 ,055-392-7015,055-392-7015,경상남도,양산시,물금리,FALSE
(물금-03) 남평마을 야외운동시설,간이운동장,경남 양산시 물금읍 증산리 956-2 ,055-392-7015,055-392-7015,경상남도,양산시,증산리,FALSE
(물금-04) 동부마을 야외운동시설,간이운동장,경남 양산시 물금읍 물금리 406-104 ,055-392-7015,055-392-7015,경상남도,양산시,물금리,FALSE
(물금-05) 덕산마을 야외운동시설,간이운동장,경남 양산시 물금읍 가촌리 1184-6 ,055-392-7015,055-392-7015,경상남도,양산시,가촌리,FALSE
(물금-06) 신기마을 야외운동시설,간이운동장,경남 양산시 물금읍 가촌리 571-2 ,055-392-7015,055-392-7015,경상남도,양산시,가촌리,FALSE
(물금-07) 동산마을 야외운동시설,간이운동장,경상남도 양산시 물금읍 화산4길 6-1 물금리 526-1,055-392-7015,055-392-7015,경상남도,양산시,물금리,FALSE
